Startup,Industry,SubVertical,City,Investors,InvestmentType,InvestmentAmount_USD,Date,Year,Quarter
FreshBox,Consumer Electronics,Wearables,Pune,Accel,Series C,42802000,2022-09-24,2022,3
FreshBox,Consumer Electronics,Wearables,Pune,Ribbit Capital,Series C,42802000,2022-09-24,2022,3
HealthRise,Enterprise,Analytics,Noida,Sequoia Capital India,Seed,1666000,2024-02-11,2024,1
HealthRise,Enterprise,Analytics,Noida,Tiger Global,Seed,1666000,2024-02-11,2024,1
ClearDekho,RealEstate,PropTech,Ahmedabad,Lightspeed India,Series A,11144000,2024-04-24,2024,2
ClearDekho,RealEstate,PropTech,Ahmedabad,Sequoia Capital India,Series A,11144000,2024-04-24,2024,2
Swiggy,Mobility,Micro Mobility,Kolkata,Kalaari Capital,Series B,17686000,2020-10-31,2020,4
Cars24,HealthTech,Health Analytics,Noida,Falcon Edge,Series A,5362000,2022-03-23,2022,1
MediWorks,Retail,Fashion,Delhi,A91 Partners,Series C,42389000,2020-10-14,2020,4
MediWorks,Retail,Fashion,Delhi,Blume Ventures,Series C,42389000,2020-10-14,2020,4
GreenConnect,Consumer Electronics,Wearables,Bengaluru,Tiger Global,Seed,100000,2022-09-25,2022,3
Nykaa,EdTech,Test Prep,Gurugram,Kalaari Capital,Series A,3510000,2024-06-08,2024,2
AutoFlow,FinTech,WealthTech,Mumbai,Matrix Partners India,Series B,13318000,2022-12-03,2022,4
AutoFlow,FinTech,WealthTech,Mumbai,Zodius Capital,Series B,13318000,2022-12-03,2022,4
NoBroker,FoodTech,Grocery,Chennai,Falcon Edge,Pre-Series A,383000,2023-08-31,2023,3
UrbanSolutions,EdTech,Coding Bootcamp,Pune,Bessemer Venture Partners,Series C,24686000,2021-12-07,2021,4
UrbanSolutions,EdTech,Coding Bootcamp,Pune,LCatterton,Series C,24686000,2021-12-07,2021,4
MediHive,HealthTech,Health Analytics,Delhi,Blume Ventures,Seed,1820000,2022-11-19,2022,4
MediHive,HealthTech,Health Analytics,Delhi,Elevation Capital,Seed,1820000,2022-11-19,2022,4
MediHive,HealthTech,Health Analytics,Delhi,Nexus Venture Partners,Seed,1820000,2022-11-19,2022,4
Housejoy,RealEstate,PropTech,Chennai,Mirae Asset,Series C,289004000,2024-01-15,2024,1
GrowthCare,AgriTech,Supply Chain,Chennai,A91 Partners,Pre-Seed,100000,2020-03-29,2020,1
BharatPe,HealthTech,Telemedicine,Ahmedabad,LCatterton,Seed,361000,2020-12-06,2020,4
CoreConnect,AgriTech,Marketplace,Bengaluru,Lightspeed India,Growth,113169000,2024-01-30,2024,1
CoreConnect,AgriTech,Marketplace,Bengaluru,Peak XV,Growth,113169000,2024-01-30,2024,1
CoreConnect,AgriTech,Marketplace,Bengaluru,Zodius Capital,Growth,113169000,2024-01-30,2024,1
CoreSpace,HealthTech,Diagnostics,Chennai,Blume Ventures,Series A,9059000,2024-06-15,2024,2
CoreSpace,HealthTech,Diagnostics,Chennai,Zodius Capital,Series A,9059000,2024-06-15,2024,2
CureFit,HealthTech,Pharmacy,Kolkata,Y Combinator,Series A,6387000,2020-05-20,2020,2
LogiSense,EdTech,Coding Bootcamp,Delhi,LCatterton,Series A,1553000,2020-12-29,2020,4
LogiSense,EdTech,Coding Bootcamp,Delhi,Omidyar Network,Series A,1553000,2020-12-29,2020,4
AeroAnalytics,E-commerce,Fashion,Delhi,LCatterton,Angel,77000,2023-01-09,2023,1
Paytm,Mobility,EV,Pune,Info Edge,Growth,438231000,2023-11-29,2023,4
Paytm,Mobility,EV,Pune,Peak XV,Growth,438231000,2023-11-29,2023,4
AgriHive,FoodTech,Food Delivery,Ahmedabad,A91 Partners,Series C,261867000,2025-02-02,2025,1
AgriHive,FoodTech,Food Delivery,Ahmedabad,Info Edge,Series C,261867000,2025-02-02,2025,1
AgriHive,FoodTech,Food Delivery,Ahmedabad,Matrix Partners India,Series C,261867000,2025-02-02,2025,1
PharmEasy,Enterprise,Analytics,Hyderabad,Matrix Partners India,Series A,7137000,2023-01-18,2023,1
PharmEasy,Enterprise,Analytics,Hyderabad,Sequoia Capital India,Series A,7137000,2023-01-18,2023,1
MediHive,E-commerce,Grocery,Bengaluru,Accel,Pre-Series A,411000,2021-02-24,2021,1
MediHive,E-commerce,Grocery,Bengaluru,Bessemer Venture Partners,Pre-Series A,411000,2021-02-24,2021,1
MediHive,E-commerce,Grocery,Bengaluru,Kalaari Capital,Pre-Series A,411000,2021-02-24,2021,1
DriveLoop,Logistics,Supply Chain,Noida,Elevation Capital,Pre-Series A,262000,2022-01-18,2022,1
DriveLoop,Logistics,Supply Chain,Noida,Prosus Ventures,Pre-Series A,262000,2022-01-18,2022,1
CoreFlow,Retail,Fashion,Kolkata,Mirae Asset,Seed,1560000,2023-02-19,2023,1
CoreFlow,Retail,Fashion,Kolkata,Tiger Global,Seed,1560000,2023-02-19,2023,1
FoodSolutions,FoodTech,Grocery,Delhi,Ventures India,Series D,367311000,2023-09-12,2023,3
EduMart,HealthTech,Telemedicine,Gurugram,Bessemer Venture Partners,Series A,1130000,2024-05-28,2024,2
Udaan,HealthTech,Health Analytics,Bengaluru,Mirae Asset,Series C,21480000,2024-08-13,2024,3
DriveEdge,Logistics,Last Mile,Pune,Omidyar Network,Seed,200000,2020-03-18,2020,1
DriveEdge,Logistics,Last Mile,Pune,Tiger Global,Seed,200000,2020-03-18,2020,1
SmartTech,AgriTech,Supply Chain,Delhi,Lightspeed India,Series B,47312000,2022-06-18,2022,2
SmartTech,Retail,Fashion,Noida,Blume Ventures,Series A,14492000,2021-04-19,2021,2
SmartTech,Retail,Fashion,Noida,Sequoia Capital India,Series A,14492000,2021-04-19,2021,2
MediWorks,HealthTech,Telemedicine,Hyderabad,Falcon Edge,Series C,30056000,2021-12-24,2021,4
MediWorks,HealthTech,Telemedicine,Hyderabad,Kalaari Capital,Series C,30056000,2021-12-24,2021,4
MediWorks,HealthTech,Telemedicine,Hyderabad,Omidyar Network,Series C,30056000,2021-12-24,2021,4
CRED,E-commerce,Grocery,Hyderabad,Tiger Global,Series B,25964000,2023-02-19,2023,1
CRED,E-commerce,Grocery,Hyderabad,Y Combinator,Series B,25964000,2023-02-19,2023,1
SkillSolutions,EdTech,Coding Bootcamp,Chennai,Kalaari Capital,Series A,2805000,2021-06-18,2021,2
AeroStack,Mobility,EV,Pune,IFC,Bridge,1790000,2024-07-02,2024,3
AeroStack,Mobility,EV,Pune,Peak XV,Bridge,1790000,2024-07-02,2024,3
AutoStack,FoodTech,Grocery,Kolkata,Peak XV,Series C,195631000,2024-03-31,2024,1
LogiRise,AgriTech,Supply Chain,Kolkata,Ribbit Capital,Seed,1102000,2020-05-18,2020,2
LogiRise,AgriTech,Supply Chain,Kolkata,Tiger Global,Seed,1102000,2020-05-18,2020,2
HomeFoods,FoodTech,Food Delivery,Noida,Matrix Partners India,Series A,3558000,2023-12-06,2023,4
Bounce,FoodTech,Grocery,Pune,Mirae Asset,Seed,231000,2025-03-22,2025,1
AgriFit,AgriTech,Smart Farming,Delhi,Mirae Asset,Bridge,137000,2023-10-31,2023,4
CloudPay,EdTech,UpSkilling,Gurugram,Zodius Capital,Seed,62000,2024-09-05,2024,3
Licious,HealthTech,Telemedicine,Mumbai,IFC,Angel,67000,2023-10-16,2023,4
Licious,HealthTech,Telemedicine,Mumbai,Mirae Asset,Angel,67000,2023-10-16,2023,4
Licious,HealthTech,Telemedicine,Mumbai,Sequoia Capital India,Angel,67000,2023-10-16,2023,4
Razorpay,Enterprise,Security,Pune,IFC,Series A,9037000,2022-10-05,2022,4
Razorpay,Enterprise,Security,Pune,Mirae Asset,Series A,9037000,2022-10-05,2022,4
QuantumSolutions,Retail,Fashion,Delhi,A91 Partners,Seed,1998000,2024-06-24,2024,2
QuantumSolutions,Retail,Fashion,Delhi,Mirae Asset,Seed,1998000,2024-06-24,2024,2
AeroAnalytics,Enterprise,Automation,Delhi,Falcon Edge,Series A,14864000,2020-09-03,2020,3
AeroAnalytics,Enterprise,Automation,Delhi,Sequoia Capital India,Series A,14864000,2020-09-03,2020,3
AeroAnalytics,Enterprise,Automation,Delhi,SoftBank Vision Fund,Series A,14864000,2020-09-03,2020,3
FarmTech,E-commerce,D2C,Pune,A91 Partners,Series A,4500000,2021-06-15,2021,2
FinSpace,AgriTech,Smart Farming,Pune,Kalaari Capital,Seed,853000,2022-05-18,2022,2
NimbusWorks,FoodTech,Food Delivery,Kolkata,Prosus Ventures,Seed,1631000,2020-09-25,2020,3
NimbusWorks,FoodTech,Food Delivery,Kolkata,Zodius Capital,Seed,1631000,2020-09-25,2020,3
SkillFlow,Mobility,EV,Chennai,Bessemer Venture Partners,Seed,1149000,2024-06-26,2024,2
SkillFlow,Mobility,EV,Chennai,Blume Ventures,Seed,1149000,2024-06-26,2024,2
SkillFlow,Mobility,EV,Chennai,Nexus Venture Partners,Seed,1149000,2024-06-26,2024,2
Chargebee,HealthTech,Pharmacy,Kolkata,Accel,Seed,125000,2023-02-25,2023,1
Chargebee,HealthTech,Pharmacy,Kolkata,Tiger Global,Seed,125000,2023-02-25,2023,1
BharatPe,FinTech,Lending,Hyderabad,Info Edge,Series A,3388000,2023-07-13,2023,3
WorkStack,SaaS,HRTech,Pune,IFC,Pre-Seed,27000,2020-09-05,2020,3
BlueRise,RealEstate,Rental Tech,Noida,Y Combinator,Seed,1688000,2024-05-17,2024,2
Myntra,Retail,Fashion,Kolkata,Elevation Capital,Private Equity,403808000,2022-02-19,2022,1
Myntra,Retail,Fashion,Kolkata,Ribbit Capital,Private Equity,403808000,2022-02-19,2022,1
GreenConnect,RealEstate,Home Services,Chennai,IFC,Series B,9425000,2023-03-16,2023,1
GreenConnect,RealEstate,Home Services,Chennai,Tiger Global,Series B,9425000,2023-03-16,2023,1
BharatPe,SaaS,DevTools,Pune,Elevation Capital,Seed,596000,2021-08-19,2021,3
BharatPe,SaaS,DevTools,Pune,Matrix Partners India,Seed,596000,2021-08-19,2021,3
BharatPe,SaaS,DevTools,Pune,Ribbit Capital,Seed,596000,2021-08-19,2021,3
Ola,Retail,Grocery,Ahmedabad,Blume Ventures,Series A,5333000,2022-07-11,2022,3
Ola,Retail,Grocery,Ahmedabad,IFC,Series A,5333000,2022-07-11,2022,3
FreshSolutions,RealEstate,Home Services,Mumbai,Accel,Seed,187000,2022-03-24,2022,1
FarmBox,FinTech,InsurTech,Noida,Matrix Partners India,Series C,27201000,2020-06-19,2020,2
HyperLoop,FoodTech,Food Delivery,Gurugram,Nexus Venture Partners,Seed,595000,2021-08-04,2021,3
HyperLoop,FoodTech,Food Delivery,Gurugram,Ribbit Capital,Seed,595000,2021-08-04,2021,3
Lenskart,FinTech,Payments,Pune,IFC,Growth,197383000,2021-10-28,2021,4
Lenskart,FinTech,Payments,Pune,Mirae Asset,Growth,197383000,2021-10-28,2021,4
SkillFlow,HealthTech,Diagnostics,Ahmedabad,A91 Partners,Series A,8097000,2023-07-16,2023,3
SkillFlow,HealthTech,Diagnostics,Ahmedabad,Falcon Edge,Series A,8097000,2023-07-16,2023,3
SkillFlow,HealthTech,Diagnostics,Ahmedabad,Ribbit Capital,Series A,8097000,2023-07-16,2023,3
FreshTech,Consumer Electronics,Smart Home,Gurugram,Y Combinator,Series C,81807000,2022-06-23,2022,2
Swiggy,HealthTech,Pharmacy,Bengaluru,SoftBank Vision Fund,Pre-Seed,142000,2024-07-27,2024,3
CoreSpace,Media,Content,Kolkata,Bessemer Venture Partners,Seed,383000,2024-04-17,2024,2
CoreSpace,Media,Content,Kolkata,Omidyar Network,Seed,383000,2024-04-17,2024,2
MediHive,EdTech,Coding Bootcamp,Noida,Kedaara Capital,Series A,4568000,2021-05-26,2021,2
UrbanDrive,EdTech,UpSkilling,Mumbai,LCatterton,Pre-Series A,753000,2021-05-05,2021,2
UrbanDrive,EdTech,UpSkilling,Mumbai,Ventures India,Pre-Series A,753000,2021-05-05,2021,2
SkillFlow,Media,Streaming,Hyderabad,Blume Ventures,Pre-Series A,253000,2024-10-13,2024,4
Cars24,E-commerce,Fashion,Ahmedabad,Mirae Asset,Series A,1438000,2023-12-05,2023,4
Cars24,E-commerce,Fashion,Ahmedabad,SoftBank Vision Fund,Series A,1438000,2023-12-05,2023,4
WorkPay_557,Mobility,Ride Sharing,Delhi,Nexus Venture Partners,Bridge,56000,2021-07-31,2021,3
Dailyhunt,Media,Social,Gurugram,Kalaari Capital,Seed,810000,2020-01-31,2020,1
Dailyhunt,Media,Social,Gurugram,Lightspeed India,Seed,810000,2020-01-31,2020,1
Chargebee,SaaS,MarTech,Bengaluru,Tiger Global,Seed,493000,2024-09-23,2024,3
DriveFit_560,Consumer Electronics,Audio,Gurugram,Nexus Venture Partners,Angel,41000,2021-05-27,2021,2
DriveFit_560,Consumer Electronics,Audio,Gurugram,Zodius Capital,Angel,41000,2021-05-27,2021,2
LogiMart,Consumer Electronics,Audio,Bengaluru,Falcon Edge,Seed,110000,2024-02-14,2024,1
FarmTech,RealEstate,Home Services,Pune,Ventures India,Seed,83000,2024-01-31,2024,1
NeoTech,RealEstate,Home Services,Gurugram,Accel,Pre-Series A,103000,2020-04-16,2020,2
NeoTech,RealEstate,Home Services,Gurugram,Lightspeed India,Pre-Series A,103000,2020-04-16,2020,2
NeoTech,RealEstate,Home Services,Gurugram,Ribbit Capital,Pre-Series A,103000,2020-04-16,2020,2
NeoSense_564,Retail,Grocery,Ahmedabad,Sequoia Capital India,Seed,182000,2024-06-04,2024,2
Razorpay,AgriTech,Marketplace,Kolkata,Bessemer Venture Partners,Series B,25663000,2020-11-13,2020,4
LogiMart,E-commerce,Grocery,Pune,Blume Ventures,Angel,16000,2024-04-04,2024,2
LogiMart,E-commerce,Grocery,Pune,Tiger Global,Angel,16000,2024-04-04,2024,2
LogiMart,E-commerce,Grocery,Pune,Y Combinator,Angel,16000,2024-04-04,2024,2
AeroStack,EdTech,UpSkilling,Noida,Bessemer Venture Partners,Series C,65394000,2024-03-29,2024,1
Dailyhunt,Media,Social,Bengaluru,LCatterton,Series B,61332000,2022-01-03,2022,1
Dailyhunt,Media,Social,Bengaluru,Mirae Asset,Series B,61332000,2022-01-03,2022,1
Dailyhunt,Media,Social,Bengaluru,Nexus Venture Partners,Series B,61332000,2022-01-03,2022,1
Dailyhunt,Mobility,EV,Noida,Blume Ventures,Series B,13131000,2021-01-23,2021,1
Dailyhunt,Mobility,EV,Noida,Y Combinator,Series B,13131000,2021-01-23,2021,1
InMobi,Logistics,Fleet Management,Noida,Info Edge,Seed,333000,2022-12-23,2022,4
CureFit,Mobility,EV,Kolkata,Blume Ventures,Pre-Seed,122000,2023-07-30,2023,3
CureFit,Mobility,EV,Kolkata,Y Combinator,Pre-Seed,122000,2023-07-30,2023,3
PhonePe,AgriTech,Smart Farming,Ahmedabad,Prosus Ventures,Seed,216000,2024-01-16,2024,1
UrbanDrive,RealEstate,Home Services,Noida,Kalaari Capital,Seed,496000,2021-08-02,2021,3
AgriSense,Mobility,Micro Mobility,Mumbai,Blume Ventures,Pre-Seed,146000,2025-04-04,2025,2
GreenMart,Consumer Electronics,Audio,Mumbai,Falcon Edge,Pre-Seed,178000,2023-08-07,2023,3
GreenMart,Consumer Electronics,Audio,Mumbai,Prosus Ventures,Pre-Seed,178000,2023-08-07,2023,3
CloudSolutions_576,EdTech,Test Prep,Bengaluru,Accel,Angel,8000,2021-03-03,2021,1
CloudSolutions_576,EdTech,Test Prep,Bengaluru,LCatterton,Angel,8000,2021-03-03,2021,1
CloudSolutions_576,EdTech,Test Prep,Bengaluru,Mirae Asset,Angel,8000,2021-03-03,2021,1
HealthWorks,Media,Content,Pune,Matrix Partners India,Series C,245913000,2020-04-29,2020,2
HealthWorks,Media,Content,Pune,Tiger Global,Series C,245913000,2020-04-29,2020,2
Groww,Enterprise,Security,Mumbai,Accel,Bridge,307000,2025-05-21,2025,2
Groww,Enterprise,Security,Mumbai,Kedaara Capital,Bridge,307000,2025-05-21,2025,2
AeroHub,Mobility,Micro Mobility,Gurugram,A91 Partners,Series A,2012000,2025-04-24,2025,2
SkillRise,Retail,Fashion,Ahmedabad,Blume Ventures,Pre-Series A,288000,2022-07-28,2022,3
SkillRise,Retail,Fashion,Ahmedabad,IFC,Pre-Series A,288000,2022-07-28,2022,3
SkillRise,Retail,Fashion,Ahmedabad,Prosus Ventures,Pre-Series A,288000,2022-07-28,2022,3
BlueTech,Mobility,EV,Delhi,LCatterton,Series A,14210000,2023-05-13,2023,2
BlueTech,Mobility,EV,Delhi,Peak XV,Series A,14210000,2023-05-13,2023,2
NeoSense,FoodTech,Grocery,Chennai,A91 Partners,Series C,75927000,2021-10-24,2021,4
NeoSense,FoodTech,Grocery,Chennai,Matrix Partners India,Series C,75927000,2021-10-24,2021,4
UrbanSolutions,Media,Content,Pune,Sequoia Capital India,Bridge,168000,2022-07-05,2022,3
HealthAnalytics,Mobility,Ride Sharing,Hyderabad,IFC,Pre-Seed,86000,2021-03-30,2021,1
DataAnalytics,Media,Content,Noida,Blume Ventures,Series A,1916000,2023-03-14,2023,1
DataAnalytics,Media,Content,Noida,Sequoia Capital India,Series A,1916000,2023-03-14,2023,1
Licious,HealthTech,Diagnostics,Hyderabad,Matrix Partners India,Pre-Series A,119000,2023-04-07,2023,2
Delhivery,E-commerce,Grocery,Chennai,Accel,Series A,1418000,2021-03-21,2021,1
Delhivery,E-commerce,Grocery,Chennai,Mirae Asset,Series A,1418000,2021-03-21,2021,1
Delhivery,E-commerce,Grocery,Chennai,SoftBank Vision Fund,Series A,1418000,2021-03-21,2021,1
Myntra,Enterprise,Automation,Ahmedabad,Ribbit Capital,Series C,28289000,2020-07-14,2020,3
Myntra,Enterprise,Automation,Ahmedabad,Sequoia Capital India,Series C,28289000,2020-07-14,2020,3
QuantumAnalytics_589,FinTech,WealthTech,Pune,Nexus Venture Partners,Growth,74657000,2022-06-08,2022,2
QuantumAnalytics_589,FinTech,WealthTech,Pune,Peak XV,Growth,74657000,2022-06-08,2022,2
HomeFoods,Enterprise,Automation,Bengaluru,Falcon Edge,Series B,7347000,2023-07-18,2023,3
HomeFoods,Enterprise,Automation,Bengaluru,Tiger Global,Series B,7347000,2023-07-18,2023,3
FoodLoop,HealthTech,Pharmacy,Noida,Prosus Ventures,Series B,29557000,2020-11-09,2020,4
DriveFit,Retail,Fashion,Ahmedabad,Elevation Capital,Series A,1636000,2021-03-30,2021,1
DriveFit,Retail,Fashion,Ahmedabad,Kalaari Capital,Series A,1636000,2021-03-30,2021,1
LogiSense,Consumer Electronics,Smart Home,Bengaluru,Kalaari Capital,Series A,2550000,2021-06-21,2021,2
DriveEdge,HealthTech,Diagnostics,Kolkata,Lightspeed India,Series A,11342000,2022-09-26,2022,3
DriveEdge,HealthTech,Diagnostics,Kolkata,Ribbit Capital,Series A,11342000,2022-09-26,2022,3
LogiMart,Logistics,Supply Chain,Pune,Accel,Series B,18607000,2023-03-25,2023,1
Flipkart,FoodTech,Food Delivery,Pune,Bessemer Venture Partners,Seed,587000,2021-12-06,2021,4
Flipkart,FoodTech,Food Delivery,Pune,Prosus Ventures,Seed,587000,2021-12-06,2021,4
Lenskart,SaaS,MarTech,Ahmedabad,Lightspeed India,Seed,94000,2020-04-01,2020,2
NimbusWorks,Media,Social,Mumbai,IFC,Series B,8521000,2021-05-12,2021,2
NimbusWorks,Media,Social,Mumbai,Peak XV,Series B,8521000,2021-05-12,2021,2
SmartTech_599,Media,Social,Hyderabad,Lightspeed India,Series A,1117000,2020-02-16,2020,1
Meesho,EdTech,UpSkilling,Noida,Kedaara Capital,Series A,1580000,2024-02-03,2024,1
PhonePe,FoodTech,Grocery,Noida,Elevation Capital,Pre-Seed,38000,2020-12-14,2020,4
SkillFlow_602,RealEstate,PropTech,Mumbai,IFC,Pre-Series A,150000,2021-07-09,2021,3
SkillFlow_602,RealEstate,PropTech,Mumbai,Prosus Ventures,Pre-Series A,150000,2021-07-09,2021,3
PhonePe,Logistics,Fleet Management,Chennai,Accel,Seed,69000,2022-02-18,2022,1
PhonePe,Logistics,Fleet Management,Chennai,Tiger Global,Seed,69000,2022-02-18,2022,1
HyperLabs,AgriTech,Marketplace,Mumbai,A91 Partners,Seed,78000,2022-10-22,2022,4
HyperLabs,AgriTech,Marketplace,Mumbai,Kedaara Capital,Seed,78000,2022-10-22,2022,4
Razorpay,EdTech,UpSkilling,Pune,Sequoia Capital India,Series A,3483000,2024-03-04,2024,1
AgriFit,Logistics,Last Mile,Noida,Kalaari Capital,Seed,107000,2020-05-06,2020,2
AgriFit,Logistics,Last Mile,Noida,Matrix Partners India,Seed,107000,2020-05-06,2020,2
AgriFit,Logistics,Last Mile,Noida,Tiger Global,Seed,107000,2020-05-06,2020,2
ClearTax,Mobility,EV,Gurugram,Accel,Seed,192000,2025-01-11,2025,1
ClearTax,Mobility,EV,Gurugram,Prosus Ventures,Seed,192000,2025-01-11,2025,1
QuantumAnalytics,RealEstate,Rental Tech,Gurugram,Info Edge,Pre-Series A,319000,2023-03-19,2023,1
FreshTech,SaaS,MarTech,Noida,Omidyar Network,Seed,638000,2023-08-29,2023,3
CloudPay,Logistics,Fleet Management,Noida,Prosus Ventures,Angel,6000,2022-05-30,2022,2
NextSense,Mobility,Micro Mobility,Mumbai,Kedaara Capital,Seed,954000,2024-09-15,2024,3
FoodLoop,FoodTech,Food Delivery,Hyderabad,Bessemer Venture Partners,Series A,5476000,2025-03-27,2025,1
FoodLoop,FoodTech,Food Delivery,Hyderabad,Elevation Capital,Series A,5476000,2025-03-27,2025,1
FoodLoop,FoodTech,Food Delivery,Hyderabad,Peak XV,Series A,5476000,2025-03-27,2025,1
AeroStack,FinTech,NeoBank,Ahmedabad,Matrix Partners India,Seed,68000,2023-03-07,2023,1
GrowthFlow,Media,Content,Delhi,Kedaara Capital,Series A,10651000,2023-05-23,2023,2
GrowthFlow,Media,Content,Delhi,Y Combinator,Series A,10651000,2023-05-23,2023,2
UrbanDrive,HealthTech,Diagnostics,Gurugram,Peak XV,Seed,1494000,2022-04-16,2022,2
Flipkart,EdTech,K12,Gurugram,IFC,Seed,63000,2025-03-13,2025,1
Flipkart,EdTech,K12,Gurugram,Mirae Asset,Seed,63000,2025-03-13,2025,1
NeoSense,EdTech,Coding Bootcamp,Chennai,Kalaari Capital,Series C,42331000,2023-05-30,2023,2
NeoSense,EdTech,Coding Bootcamp,Chennai,Kedaara Capital,Series C,42331000,2023-05-30,2023,2
NeoSense,EdTech,Coding Bootcamp,Chennai,Zodius Capital,Series C,42331000,2023-05-30,2023,2
GrowthConnect,Consumer Electronics,Wearables,Bengaluru,Falcon Edge,Growth,419740000,2021-05-18,2021,2
GrowthConnect,Consumer Electronics,Wearables,Bengaluru,Tiger Global,Growth,419740000,2021-05-18,2021,2
Razorpay,Mobility,EV,Noida,Blume Ventures,Series C,151723000,2025-05-25,2025,2
Dailyhunt,FoodTech,Food Delivery,Hyderabad,Omidyar Network,Series A,1648000,2022-05-15,2022,2
Udaan,Media,Streaming,Delhi,Accel,Series A,1763000,2023-08-16,2023,3
Udaan,Media,Streaming,Delhi,Falcon Edge,Series A,1763000,2023-08-16,2023,3
BlueTech,Media,Streaming,Delhi,Info Edge,Pre-Series A,235000,2021-10-24,2021,4
BlueTech,Media,Streaming,Delhi,Sequoia Capital India,Pre-Series A,235000,2021-10-24,2021,4
CloudPay,E-commerce,D2C,Pune,Bessemer Venture Partners,Series B,19160000,2025-01-31,2025,1
CloudPay,E-commerce,D2C,Pune,Kedaara Capital,Series B,19160000,2025-01-31,2025,1
CloudPay,E-commerce,D2C,Pune,Nexus Venture Partners,Series B,19160000,2025-01-31,2025,1
Porter,Media,Content,Pune,Kedaara Capital,Seed,489000,2023-12-19,2023,4
Porter,Media,Content,Pune,Tiger Global,Seed,489000,2023-12-19,2023,4
NextSense,FoodTech,Cloud Kitchen,Delhi,Blume Ventures,Angel,15000,2023-03-04,2023,1
NextSense,FoodTech,Cloud Kitchen,Delhi,IFC,Angel,15000,2023-03-04,2023,1
NextSense,FoodTech,Cloud Kitchen,Delhi,Nexus Venture Partners,Angel,15000,2023-03-04,2023,1
Udaan,FoodTech,Food Delivery,Hyderabad,Blume Ventures,Series B,18027000,2025-05-22,2025,2
Udaan,FoodTech,Food Delivery,Hyderabad,Elevation Capital,Series B,18027000,2025-05-22,2025,2
LogiSense,FinTech,NeoBank,Hyderabad,A91 Partners,Pre-Seed,112000,2022-10-16,2022,4
LogiSense,FinTech,NeoBank,Hyderabad,Sequoia Capital India,Pre-Seed,112000,2022-10-16,2022,4
NimbusLabs,AgriTech,Marketplace,Kolkata,Omidyar Network,Series A,1104000,2022-06-23,2022,2
MediHive,Mobility,EV,Ahmedabad,Tiger Global,Series A,1981000,2024-08-06,2024,3
GreenConnect_630,SaaS,B2B SaaS,Delhi,Elevation Capital,Series D,258416000,2023-09-28,2023,3
GreenConnect_630,SaaS,B2B SaaS,Delhi,Zodius Capital,Series D,258416000,2023-09-28,2023,3
Unacademy,FinTech,Payments,Chennai,Elevation Capital,Debt,26070000,2020-11-26,2020,4
Unacademy,FinTech,Payments,Chennai,Kedaara Capital,Debt,26070000,2020-11-26,2020,4
Unacademy,FinTech,Payments,Chennai,Prosus Ventures,Debt,26070000,2020-11-26,2020,4
EduTech,Media,Streaming,Pune,SoftBank Vision Fund,Angel,23000,2020-07-09,2020,3
QuantumAnalytics,Retail,Grocery,Noida,Nexus Venture Partners,Seed,356000,2022-08-22,2022,3
SkillSolutions,FoodTech,Grocery,Gurugram,Accel,Series B,6730000,2023-06-07,2023,2
Unacademy,Consumer Electronics,Smart Home,Ahmedabad,Info Edge,Angel,19000,2023-12-18,2023,4
FoodLoop,AgriTech,Marketplace,Pune,Kedaara Capital,Angel,25000,2023-06-12,2023,2
FoodLoop,AgriTech,Marketplace,Pune,Mirae Asset,Angel,25000,2023-06-12,2023,2
Chargebee,Consumer Electronics,Audio,Ahmedabad,Sequoia Capital India,Seed,122000,2021-08-17,2021,3
GrowthFlow,Retail,E-Retail,Gurugram,Tiger Global,Series C,41465000,2022-04-29,2022,2
GrowthFlow,Retail,E-Retail,Gurugram,Y Combinator,Series C,41465000,2022-04-29,2022,2
Meesho,FinTech,Lending,Hyderabad,Elevation Capital,Seed,201000,2020-05-18,2020,2
AgriSense,E-commerce,D2C,Pune,Peak XV,Pre-Series A,105000,2023-03-11,2023,1
AgriSense,E-commerce,D2C,Pune,Zodius Capital,Pre-Series A,105000,2023-03-11,2023,1
CloudLabs,SaaS,MarTech,Kolkata,Mirae Asset,Series C,47844000,2023-08-15,2023,3
LogiRise,Mobility,EV,Kolkata,A91 Partners,Series C,35458000,2022-04-27,2022,2
LogiRise,Mobility,EV,Kolkata,Falcon Edge,Series C,35458000,2022-04-27,2022,2
LogiRise,Mobility,EV,Kolkata,Tiger Global,Series C,35458000,2022-04-27,2022,2
HyperLabs,FinTech,Lending,Ahmedabad,Tiger Global,Series B,12397000,2024-06-25,2024,2
WorkPay,FinTech,WealthTech,Chennai,A91 Partners,Series A,1383000,2024-09-21,2024,3
UrbanDrive,E-commerce,D2C,Pune,Accel,Series B,59057000,2021-07-10,2021,3
UrbanDrive,E-commerce,D2C,Pune,IFC,Series B,59057000,2021-07-10,2021,3
NimbusWorks,Logistics,Last Mile,Noida,Bessemer Venture Partners,Seed,447000,2020-08-17,2020,3
CloudPay,Consumer Electronics,Smart Home,Bengaluru,Blume Ventures,Series C,125810000,2025-01-27,2025,1
CloudPay,Consumer Electronics,Smart Home,Bengaluru,SoftBank Vision Fund,Series C,125810000,2025-01-27,2025,1
AgriHive,Mobility,EV,Pune,Zodius Capital,Seed,919000,2024-11-20,2024,4
LogiSense,FinTech,InsurTech,Chennai,Sequoia Capital India,Series B,19914000,2022-12-05,2022,4
